name,pclass,Age,SexCode,Survived
1008,3,0.0,1,1
1009,3,0.0,0,0
1010,3,0.0,1,0
1013,3,0.0,0,0
1014,3,0.0,1,0
1019,3,0.0,0,0
1017,3,0.0,0,0
1023,3,0.0,1,0
1021,3,0.0,1,0
1022,3,0.0,0,0
1026,3,0.0,1,1
1030,3,0.0,0,0
1033,3,0.0,0,0
1034,3,0.0,0,1
1035,3,0.0,0,0
1042,3,0.0,0,0
1041,3,0.0,0,1
1044,3,0.0,0,0
1045,3,0.0,0,0
1047,3,0.0,1,0
1048,3,0.0,1,0
1049,3,0.0,1,0
1051,3,0.0,0,0
1052,3,0.0,0,0
1053,3,0.0,0,0
1054,3,0.0,0,0
1055,3,0.0,1,0
1050,3,0.0,1,0
1056,3,0.0,0,0
1046,3,0.0,0,0
1057,3,21.0,0,0
1058,3,0.0,1,1
1060,3,0.0,0,0
1061,3,0.0,0,0
1062,3,0.0,0,0
1063,3,0.0,0,0
1065,3,0.0,1,1
1064,3,1.5,1,0
1066,3,0.0,1,0
1067,3,0.0,0,0
1068,3,0.0,0,0
1069,3,0.0,0,0
1070,3,0.0,0,0
1072,3,0.0,0,0
1075,3,0.0,0,0
1077,3,0.0,0,0
1080,3,0.0,0,0
1081,3,0.0,0,0
1082,3,0.0,0,1
1083,3,0.0,0,0
1085,3,0.0,1,1
1087,3,0.0,0,0
1093,3,0.0,0,0
1096,3,0.0,0,0
1098,3,0.0,0,0
1099,3,0.0,0,0
1100,3,0.0,1,1
1086,3,0.0,0,0
1102,3,0.0,0,0
1103,3,0.0,0,0
1104,3,0.0,0,0
1105,3,0.0,1,0
1106,3,0.0,1,0
1107,3,0.0,0,0
1108,3,0.0,1,0
1109,3,0.0,0,0
1112,3,0.0,0,0
1115,3,0.0,0,0
1122,3,0.0,1,1
1126,3,0.0,1,0
1127,3,0.0,0,0
1128,3,0.0,0,1
1129,3,0.0,0,0
1136,3,0.0,0,0
1137,3,0.0,0,0
1138,3,0.0,1,1
1139,3,0.0,0,0
1148,3,0.0,0,0
1149,3,0.0,0,0
1150,3,0.0,1,0
1151,3,0.0,0,1
1154,3,0.0,0,0
1156,3,0.0,1,0
1155,3,0.0,1,0
1157,3,0.0,0,1
1158,3,0.0,0,0
1159,3,0.0,0,0
1161,3,0.0,0,0
1162,3,0.0,0,1
1163,3,0.0,0,0
1167,3,0.0,0,0
1173,3,0.0,0,1
1177,3,0.0,0,0
1182,3,0.0,1,1
1178,3,0.0,0,0
1179,3,0.0,0,0
1181,3,0.0,0,0
1180,3,0.0,0,0
1183,3,0.0,0,0
1186,3,0.0,0,0
1187,3,0.0,1,1
1188,3,0.0,0,0
1189,3,0.0,0,0
1190,3,0.0,0,0
1191,3,0.0,0,0
1192,3,0.0,0,0
1194,3,0.0,0,0
1195,3,25.0,0,1
1198,3,0.0,1,0
1196,3,0.0,0,0
1197,3,0.0,1,0
1203,3,0.0,0,0
1204,3,18.0,1,1
1205,3,63.0,1,1
1209,3,0.0,0,0
1212,3,0.0,0,0
1210,3,0.0,0,0
1211,3,0.0,0,0
1218,3,18.0,1,0
1219,3,31.0,0,0
1221,3,31.0,1,0
1220,3,15.0,0,0
1222,3,28.0,0,0
1217,3,36.0,0,0
1223,3,28.0,0,0
1214,3,10.0,1,0
1215,3,36.0,0,0
1216,3,30.0,1,0
1224,3,22.0,0,1
1225,3,0.0,0,0
1227,3,29.0,0,0
1228,3,47.0,0,0
1229,3,14.0,1,0
1230,3,22.0,0,0
1235,3,0.0,0,0
1239,3,0.0,0,0
1245,3,0.0,0,0
1247,3,0.0,0,0
1254,3,0.0,0,1
1255,3,0.0,0,0
1269,3,51.0,0,0
1273,3,18.0,0,0
1275,3,45.0,1,1
1278,3,0.0,0,0
1279,3,0.0,0,0
1283,3,0.0,0,0
1284,3,28.0,0,0
1287,3,21.0,0,0
1288,3,27.0,0,0
1289,3,0.0,0,0
1290,3,36.0,0,0
1294,3,0.0,0,1
1295,3,27.0,0,0
1296,3,15.0,1,1
1298,3,0.0,0,0
1300,3,0.0,1,0
1301,3,0.0,1,0
1302,3,27.0,0,0
1303,3,26.0,0,0
1304,3,22.0,0,0
704,3,24.0,0,0
1305,3,29.0,0,0
